library_no,pose_id,bvh_filename,source_clip_id,provider,collection_id,native_subject_id,native_asset_id,native_clip_id,original_title,original_filename,selected_frame_index,selected_frame_index_hint,frame_index_base,source_fps,sample_ordinal,retarget_profile,operations,source_uri,source_sha256,catalog_snapshot_ref,catalog_match_status,file_lineage_status,reviewer,notes
BVH-000253,cmu_05_16_00503,cmu_05_16_00503.bvh,cmu:05_16,CMU,cmu_motion_capture_database,05,,16,"dance - coupe dessous, jete en tourant",05_16.amc,,503,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=5&trinum=16,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000254,cmu_05_16_00503_mirror,cmu_05_16_00503_mirror.bvh,cmu:05_16,CMU,cmu_motion_capture_database,05,,16,"dance - coupe dessous, jete en tourant",05_16.amc,,503,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=5&trinum=16,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000255,cmu_05_17_00766,cmu_05_17_00766.bvh,cmu:05_17,CMU,cmu_motion_capture_database,05,,17,"dance - coupe dessous, grand jete en tourant",05_17.amc,,766,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=5&trinum=17,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000256,cmu_05_17_00766_mirror,cmu_05_17_00766_mirror.bvh,cmu:05_17,CMU,cmu_motion_capture_database,05,,17,"dance - coupe dessous, grand jete en tourant",05_17.amc,,766,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=5&trinum=17,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000257,cmu_05_19_00280,cmu_05_19_00280.bvh,cmu:05_19,CMU,cmu_motion_capture_database,05,,19,"dance - attitude/arabesque, jete en tourant, bending back",05_19.amc,,280,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=5&trinum=19,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000258,cmu_05_19_00280_mirror,cmu_05_19_00280_mirror.bvh,cmu:05_19,CMU,cmu_motion_capture_database,05,,19,"dance - attitude/arabesque, jete en tourant, bending back",05_19.amc,,280,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=5&trinum=19,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000259,cmu_05_19_00438,cmu_05_19_00438.bvh,cmu:05_19,CMU,cmu_motion_capture_database,05,,19,"dance - attitude/arabesque, jete en tourant, bending back",05_19.amc,,438,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=5&trinum=19,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000260,cmu_05_19_00438_mirror,cmu_05_19_00438_mirror.bvh,cmu:05_19,CMU,cmu_motion_capture_database,05,,19,"dance - attitude/arabesque, jete en tourant, bending back",05_19.amc,,438,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=5&trinum=19,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000261,cmu_05_20_00648,cmu_05_20_00648.bvh,cmu:05_20,CMU,cmu_motion_capture_database,05,,20,"dance - attitude/arabesque, jete en tourant, bending back",05_20.amc,,648,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=5&trinum=20,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000262,cmu_05_20_00648_mirror,cmu_05_20_00648_mirror.bvh,cmu:05_20,CMU,cmu_motion_capture_database,05,,20,"dance - attitude/arabesque, jete en tourant, bending back",05_20.amc,,648,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=5&trinum=20,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000263,cmu_05_20_00804,cmu_05_20_00804.bvh,cmu:05_20,CMU,cmu_motion_capture_database,05,,20,"dance - attitude/arabesque, jete en tourant, bending back",05_20.amc,,804,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=5&trinum=20,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000264,cmu_05_20_00804_mirror,cmu_05_20_00804_mirror.bvh,cmu:05_20,CMU,cmu_motion_capture_database,05,,20,"dance - attitude/arabesque, jete en tourant, bending back",05_20.amc,,804,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=5&trinum=20,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000265,cmu_06_13_01601,cmu_06_13_01601.bvh,cmu:06_13,CMU,cmu_motion_capture_database,06,,13,"basketball - low, fast free style dribble, dribble through legs",06_13.amc,,1601,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=6&trinum=13,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000266,cmu_06_13_01601_mirror,cmu_06_13_01601_mirror.bvh,cmu:06_13,CMU,cmu_motion_capture_database,06,,13,"basketball - low, fast free style dribble, dribble through legs",06_13.amc,,1601,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=6&trinum=13,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000267,cmu_08_07_00073,cmu_08_07_00073.bvh,cmu:08_07,CMU,cmu_motion_capture_database,08,,07,"walk, exaggerated stride",08_07.amc,,73,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=8&trinum=7,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000268,cmu_08_07_00073_mirror,cmu_08_07_00073_mirror.bvh,cmu:08_07,CMU,cmu_motion_capture_database,08,,07,"walk, exaggerated stride",08_07.amc,,73,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=8&trinum=7,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000269,cmu_102_03_00055,cmu_102_03_00055.bvh,cmu:102_03,CMU,cmu_motion_capture_database,102,,03,SuperTightLeft,102_03.amc,,55,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=102&trinum=3,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000270,cmu_102_03_00055_mirror,cmu_102_03_00055_mirror.bvh,cmu:102_03,CMU,cmu_motion_capture_database,102,,03,SuperTightLeft,102_03.amc,,55,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=102&trinum=3,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000271,cmu_102_12_00003,cmu_102_12_00003.bvh,cmu:102_12,CMU,cmu_motion_capture_database,102,,12,OffensiveMoveSpinLeft,102_12.amc,,3,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=102&trinum=12,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000272,cmu_102_12_00003_mirror,cmu_102_12_00003_mirror.bvh,cmu:102_12,CMU,cmu_motion_capture_database,102,,12,OffensiveMoveSpinLeft,102_12.amc,,3,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=102&trinum=12,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000273,cmu_102_13_00058,cmu_102_13_00058.bvh,cmu:102_13,CMU,cmu_motion_capture_database,102,,13,OffensiveMoveGoRight,102_13.amc,,58,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=102&trinum=13,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000274,cmu_102_13_00058_mirror,cmu_102_13_00058_mirror.bvh,cmu:102_13,CMU,cmu_motion_capture_database,102,,13,OffensiveMoveGoRight,102_13.amc,,58,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=102&trinum=13,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000275,cmu_102_20_00593,cmu_102_20_00593.bvh,cmu:102_20,CMU,cmu_motion_capture_database,102,,20,FakeShotBreakRight,102_20.amc,,593,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=102&trinum=20,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000276,cmu_102_20_00593_mirror,cmu_102_20_00593_mirror.bvh,cmu:102_20,CMU,cmu_motion_capture_database,102,,20,FakeShotBreakRight,102_20.amc,,593,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=102&trinum=20,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000277,cmu_102_21_00402,cmu_102_21_00402.bvh,cmu:102_21,CMU,cmu_motion_capture_database,102,,21,FakeShotBreakLeft,102_21.amc,,402,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=102&trinum=21,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000278,cmu_102_21_00402_mirror,cmu_102_21_00402_mirror.bvh,cmu:102_21,CMU,cmu_motion_capture_database,102,,21,FakeShotBreakLeft,102_21.amc,,402,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=102&trinum=21,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000279,cmu_102_23_00123,cmu_102_23_00123.bvh,cmu:102_23,CMU,cmu_motion_capture_database,102,,23,DefensiveStraightWithStop,102_23.amc,,123,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=102&trinum=23,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000280,cmu_102_23_00123_mirror,cmu_102_23_00123_mirror.bvh,cmu:102_23,CMU,cmu_motion_capture_database,102,,23,DefensiveStraightWithStop,102_23.amc,,123,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=102&trinum=23,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000281,cmu_102_25_00084,cmu_102_25_00084.bvh,cmu:102_25,CMU,cmu_motion_capture_database,102,,25,DefensiveLeftStopToStop,102_25.amc,,84,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=102&trinum=25,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000282,cmu_102_25_00084_mirror,cmu_102_25_00084_mirror.bvh,cmu:102_25,CMU,cmu_motion_capture_database,102,,25,DefensiveLeftStopToStop,102_25.amc,,84,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=102&trinum=25,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000283,cmu_102_27_00041,cmu_102_27_00041.bvh,cmu:102_27,CMU,cmu_motion_capture_database,102,,27,DefensiveMoveSideToSide,102_27.amc,,41,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=102&trinum=27,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000284,cmu_102_27_00041_mirror,cmu_102_27_00041_mirror.bvh,cmu:102_27,CMU,cmu_motion_capture_database,102,,27,DefensiveMoveSideToSide,102_27.amc,,41,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=102&trinum=27,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000285,cmu_103_04_00206,cmu_103_04_00206.bvh,cmu:103_04,CMU,cmu_motion_capture_database,103,,04,charleston_side_by_side_female,103_04.amc,,206,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=103&trinum=4,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000286,cmu_103_04_00206_mirror,cmu_103_04_00206_mirror.bvh,cmu:103_04,CMU,cmu_motion_capture_database,103,,04,charleston_side_by_side_female,103_04.amc,,206,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=103&trinum=4,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000287,cmu_103_06_00073,cmu_103_06_00073.bvh,cmu:103_06,CMU,cmu_motion_capture_database,103,,06,lindyHop2,103_06.amc,,73,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=103&trinum=6,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000288,cmu_103_06_00073_mirror,cmu_103_06_00073_mirror.bvh,cmu:103_06,CMU,cmu_motion_capture_database,103,,06,lindyHop2,103_06.amc,,73,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=103&trinum=6,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000289,cmu_104_03_00594,cmu_104_03_00594.bvh,cmu:104_03,CMU,cmu_motion_capture_database,104,,03,"Frankenstein male walk, exact footfalls",104_03.amc,,594,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=104&trinum=3,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000290,cmu_104_03_00594_mirror,cmu_104_03_00594_mirror.bvh,cmu:104_03,CMU,cmu_motion_capture_database,104,,03,"Frankenstein male walk, exact footfalls",104_03.amc,,594,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=104&trinum=3,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000291,cmu_104_12_00231,cmu_104_12_00231.bvh,cmu:104_12,CMU,cmu_motion_capture_database,104,,12,ExcitedWalk,104_12.amc,,231,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=104&trinum=12,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000292,cmu_104_12_00231_mirror,cmu_104_12_00231_mirror.bvh,cmu:104_12,CMU,cmu_motion_capture_database,104,,12,ExcitedWalk,104_12.amc,,231,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=104&trinum=12,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000293,cmu_104_14_00361,cmu_104_14_00361.bvh,cmu:104_14,CMU,cmu_motion_capture_database,104,,14,HappyStartWalk,104_14.amc,,361,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=104&trinum=14,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000294,cmu_104_14_00361_mirror,cmu_104_14_00361_mirror.bvh,cmu:104_14,CMU,cmu_motion_capture_database,104,,14,HappyStartWalk,104_14.amc,,361,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=104&trinum=14,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000295,cmu_104_14_00636,cmu_104_14_00636.bvh,cmu:104_14,CMU,cmu_motion_capture_database,104,,14,HappyStartWalk,104_14.amc,,636,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=104&trinum=14,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000296,cmu_104_14_00636_mirror,cmu_104_14_00636_mirror.bvh,cmu:104_14,CMU,cmu_motion_capture_database,104,,14,HappyStartWalk,104_14.amc,,636,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=104&trinum=14,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000297,cmu_104_16_00006,cmu_104_16_00006.bvh,cmu:104_16,CMU,cmu_motion_capture_database,104,,16,SpasticWalk,104_16.amc,,6,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=104&trinum=16,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000298,cmu_104_16_00006_mirror,cmu_104_16_00006_mirror.bvh,cmu:104_16,CMU,cmu_motion_capture_database,104,,16,SpasticWalk,104_16.amc,,6,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=104&trinum=16,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000299,cmu_104_18_00123,cmu_104_18_00123.bvh,cmu:104_18,CMU,cmu_motion_capture_database,104,,18,SpasticStop,104_18.amc,,123,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=104&trinum=18,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000300,cmu_104_18_00123_mirror,cmu_104_18_00123_mirror.bvh,cmu:104_18,CMU,cmu_motion_capture_database,104,,18,SpasticStop,104_18.amc,,123,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=104&trinum=18,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000301,cmu_104_26_00785,cmu_104_26_00785.bvh,cmu:104_26,CMU,cmu_motion_capture_database,104,,26,,104_26.amc,,785,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=104&trinum=26,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000302,cmu_104_26_00785_mirror,cmu_104_26_00785_mirror.bvh,cmu:104_26,CMU,cmu_motion_capture_database,104,,26,,104_26.amc,,785,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=104&trinum=26,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000303,cmu_104_31_00998,cmu_104_31_00998.bvh,cmu:104_31,CMU,cmu_motion_capture_database,104,,31,,104_31.amc,,998,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=104&trinum=31,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000304,cmu_104_31_00998_mirror,cmu_104_31_00998_mirror.bvh,cmu:104_31,CMU,cmu_motion_capture_database,104,,31,,104_31.amc,,998,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=104&trinum=31,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000305,cmu_105_07_00948,cmu_105_07_00948.bvh,cmu:105_07,CMU,cmu_motion_capture_database,105,,07,mummy8,105_07.amc,,948,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=105&trinum=7,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000306,cmu_105_07_00948_mirror,cmu_105_07_00948_mirror.bvh,cmu:105_07,CMU,cmu_motion_capture_database,105,,07,mummy8,105_07.amc,,948,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=105&trinum=7,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000307,cmu_105_15_02459,cmu_105_15_02459.bvh,cmu:105_15,CMU,cmu_motion_capture_database,105,,15,ClumsyWalk,105_15.amc,,2459,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=105&trinum=15,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000308,cmu_105_15_02459_mirror,cmu_105_15_02459_mirror.bvh,cmu:105_15,CMU,cmu_motion_capture_database,105,,15,ClumsyWalk,105_15.amc,,2459,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=105&trinum=15,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000309,cmu_106_14_00353,cmu_106_14_00353.bvh,cmu:106_14,CMU,cmu_motion_capture_database,106,,14,clean,106_14.amc,,353,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=106&trinum=14,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000310,cmu_106_14_00353_mirror,cmu_106_14_00353_mirror.bvh,cmu:106_14,CMU,cmu_motion_capture_database,106,,14,clean,106_14.amc,,353,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=106&trinum=14,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000311,cmu_106_15_00998,cmu_106_15_00998.bvh,cmu:106_15,CMU,cmu_motion_capture_database,106,,15,,106_15.amc,,998,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=106&trinum=15,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
