library_no,pose_id,bvh_filename,source_clip_id,provider,collection_id,native_subject_id,native_asset_id,native_clip_id,original_title,original_filename,selected_frame_index,selected_frame_index_hint,frame_index_base,source_fps,sample_ordinal,retarget_profile,operations,source_uri,source_sha256,catalog_snapshot_ref,catalog_match_status,file_lineage_status,reviewer,notes
BVH-001061,rokoko_Pistol_02_mixamo_00041,rokoko_Pistol_02_mixamo_00041.bvh,rokoko:Pistol_02,unknown,rokoko,,,,Pistol 02,,,41,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001062,rokoko_Pistol_02_mixamo_00041_mirror,rokoko_Pistol_02_mixamo_00041_mirror.bvh,rokoko:Pistol_02,unknown,rokoko,,,,Pistol 02,,,41,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001063,rokoko_Pistol_02_mixamo_00083,rokoko_Pistol_02_mixamo_00083.bvh,rokoko:Pistol_02,unknown,rokoko,,,,Pistol 02,,,83,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001064,rokoko_Pistol_02_mixamo_00083_mirror,rokoko_Pistol_02_mixamo_00083_mirror.bvh,rokoko:Pistol_02,unknown,rokoko,,,,Pistol 02,,,83,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001065,rokoko_Pistol_02_mixamo_00182,rokoko_Pistol_02_mixamo_00182.bvh,rokoko:Pistol_02,unknown,rokoko,,,,Pistol 02,,,182,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001066,rokoko_Pistol_02_mixamo_00182_mirror,rokoko_Pistol_02_mixamo_00182_mirror.bvh,rokoko:Pistol_02,unknown,rokoko,,,,Pistol 02,,,182,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001067,rokoko_Pistol_02_mixamo_00216,rokoko_Pistol_02_mixamo_00216.bvh,rokoko:Pistol_02,unknown,rokoko,,,,Pistol 02,,,216,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001068,rokoko_Pistol_02_mixamo_00216_mirror,rokoko_Pistol_02_mixamo_00216_mirror.bvh,rokoko:Pistol_02,unknown,rokoko,,,,Pistol 02,,,216,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001069,rokoko_Pistol_02_mixamo_00284,rokoko_Pistol_02_mixamo_00284.bvh,rokoko:Pistol_02,unknown,rokoko,,,,Pistol 02,,,284,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001070,rokoko_Pistol_02_mixamo_00284_mirror,rokoko_Pistol_02_mixamo_00284_mirror.bvh,rokoko:Pistol_02,unknown,rokoko,,,,Pistol 02,,,284,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001071,rokoko_Pistol_02_mixamo_00436,rokoko_Pistol_02_mixamo_00436.bvh,rokoko:Pistol_02,unknown,rokoko,,,,Pistol 02,,,436,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001072,rokoko_Pistol_02_mixamo_00436_mirror,rokoko_Pistol_02_mixamo_00436_mirror.bvh,rokoko:Pistol_02,unknown,rokoko,,,,Pistol 02,,,436,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001073,rokoko_Pistol_BehindCover_mixamo_00030,rokoko_Pistol_BehindCover_mixamo_00030.bvh,rokoko:Pistol_BehindCover,unknown,rokoko,,,,Pistol Behind Cover,,,30,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001074,rokoko_Pistol_BehindCover_mixamo_00030_mirror,rokoko_Pistol_BehindCover_mixamo_00030_mirror.bvh,rokoko:Pistol_BehindCover,unknown,rokoko,,,,Pistol Behind Cover,,,30,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001075,rokoko_Pistol_BehindCover_mixamo_00053,rokoko_Pistol_BehindCover_mixamo_00053.bvh,rokoko:Pistol_BehindCover,unknown,rokoko,,,,Pistol Behind Cover,,,53,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001076,rokoko_Pistol_BehindCover_mixamo_00053_mirror,rokoko_Pistol_BehindCover_mixamo_00053_mirror.bvh,rokoko:Pistol_BehindCover,unknown,rokoko,,,,Pistol Behind Cover,,,53,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001077,rokoko_Pistol_BehindCover_mixamo_00097,rokoko_Pistol_BehindCover_mixamo_00097.bvh,rokoko:Pistol_BehindCover,unknown,rokoko,,,,Pistol Behind Cover,,,97,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001078,rokoko_Pistol_BehindCover_mixamo_00097_mirror,rokoko_Pistol_BehindCover_mixamo_00097_mirror.bvh,rokoko:Pistol_BehindCover,unknown,rokoko,,,,Pistol Behind Cover,,,97,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001079,rokoko_Pistol_BehindCover_mixamo_00312,rokoko_Pistol_BehindCover_mixamo_00312.bvh,rokoko:Pistol_BehindCover,unknown,rokoko,,,,Pistol Behind Cover,,,312,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001080,rokoko_Pistol_BehindCover_mixamo_00312_mirror,rokoko_Pistol_BehindCover_mixamo_00312_mirror.bvh,rokoko:Pistol_BehindCover,unknown,rokoko,,,,Pistol Behind Cover,,,312,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001081,rokoko_Pistol_BehindCover_mixamo_00410,rokoko_Pistol_BehindCover_mixamo_00410.bvh,rokoko:Pistol_BehindCover,unknown,rokoko,,,,Pistol Behind Cover,,,410,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001082,rokoko_Pistol_BehindCover_mixamo_00410_mirror,rokoko_Pistol_BehindCover_mixamo_00410_mirror.bvh,rokoko:Pistol_BehindCover,unknown,rokoko,,,,Pistol Behind Cover,,,410,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001083,rokoko_Pistol_BehindCover_mixamo_00474,rokoko_Pistol_BehindCover_mixamo_00474.bvh,rokoko:Pistol_BehindCover,unknown,rokoko,,,,Pistol Behind Cover,,,474,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001084,rokoko_Pistol_BehindCover_mixamo_00474_mirror,rokoko_Pistol_BehindCover_mixamo_00474_mirror.bvh,rokoko:Pistol_BehindCover,unknown,rokoko,,,,Pistol Behind Cover,,,474,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001085,rokoko_PlayingDrums_mixamo_00470,rokoko_PlayingDrums_mixamo_00470.bvh,rokoko:PlayingDrums,unknown,rokoko,,,,Playing Drums,,,470,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001086,rokoko_PlayingDrums_mixamo_00470_mirror,rokoko_PlayingDrums_mixamo_00470_mirror.bvh,rokoko:PlayingDrums,unknown,rokoko,,,,Playing Drums,,,470,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001087,rokoko_PlayingDrums_mixamo_00574,rokoko_PlayingDrums_mixamo_00574.bvh,rokoko:PlayingDrums,unknown,rokoko,,,,Playing Drums,,,574,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001088,rokoko_PlayingDrums_mixamo_00574_mirror,rokoko_PlayingDrums_mixamo_00574_mirror.bvh,rokoko:PlayingDrums,unknown,rokoko,,,,Playing Drums,,,574,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001089,rokoko_PlayingDrums_mixamo_00622,rokoko_PlayingDrums_mixamo_00622.bvh,rokoko:PlayingDrums,unknown,rokoko,,,,Playing Drums,,,622,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001090,rokoko_PlayingDrums_mixamo_00622_mirror,rokoko_PlayingDrums_mixamo_00622_mirror.bvh,rokoko:PlayingDrums,unknown,rokoko,,,,Playing Drums,,,622,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001091,rokoko_PlayingDrums_mixamo_00674,rokoko_PlayingDrums_mixamo_00674.bvh,rokoko:PlayingDrums,unknown,rokoko,,,,Playing Drums,,,674,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001092,rokoko_PlayingDrums_mixamo_00674_mirror,rokoko_PlayingDrums_mixamo_00674_mirror.bvh,rokoko:PlayingDrums,unknown,rokoko,,,,Playing Drums,,,674,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001093,rokoko_PlayingDrums_mixamo_00684,rokoko_PlayingDrums_mixamo_00684.bvh,rokoko:PlayingDrums,unknown,rokoko,,,,Playing Drums,,,684,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001094,rokoko_PlayingDrums_mixamo_00684_mirror,rokoko_PlayingDrums_mixamo_00684_mirror.bvh,rokoko:PlayingDrums,unknown,rokoko,,,,Playing Drums,,,684,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001095,rokoko_PlayingDrums_mixamo_00703,rokoko_PlayingDrums_mixamo_00703.bvh,rokoko:PlayingDrums,unknown,rokoko,,,,Playing Drums,,,703,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001096,rokoko_PlayingDrums_mixamo_00703_mirror,rokoko_PlayingDrums_mixamo_00703_mirror.bvh,rokoko:PlayingDrums,unknown,rokoko,,,,Playing Drums,,,703,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001097,rokoko_PlayingGuitar_mixamo_00561,rokoko_PlayingGuitar_mixamo_00561.bvh,rokoko:PlayingGuitar,unknown,rokoko,,,,Playing Guitar,,,561,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001098,rokoko_PlayingGuitar_mixamo_00561_mirror,rokoko_PlayingGuitar_mixamo_00561_mirror.bvh,rokoko:PlayingGuitar,unknown,rokoko,,,,Playing Guitar,,,561,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001099,rokoko_PlayingGuitar_mixamo_00584,rokoko_PlayingGuitar_mixamo_00584.bvh,rokoko:PlayingGuitar,unknown,rokoko,,,,Playing Guitar,,,584,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001100,rokoko_PlayingGuitar_mixamo_00584_mirror,rokoko_PlayingGuitar_mixamo_00584_mirror.bvh,rokoko:PlayingGuitar,unknown,rokoko,,,,Playing Guitar,,,584,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001101,rokoko_PlayingGuitar_mixamo_00679,rokoko_PlayingGuitar_mixamo_00679.bvh,rokoko:PlayingGuitar,unknown,rokoko,,,,Playing Guitar,,,679,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001102,rokoko_PlayingGuitar_mixamo_00679_mirror,rokoko_PlayingGuitar_mixamo_00679_mirror.bvh,rokoko:PlayingGuitar,unknown,rokoko,,,,Playing Guitar,,,679,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001103,rokoko_PlayingGuitar_mixamo_00773,rokoko_PlayingGuitar_mixamo_00773.bvh,rokoko:PlayingGuitar,unknown,rokoko,,,,Playing Guitar,,,773,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001104,rokoko_PlayingGuitar_mixamo_00773_mirror,rokoko_PlayingGuitar_mixamo_00773_mirror.bvh,rokoko:PlayingGuitar,unknown,rokoko,,,,Playing Guitar,,,773,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001105,rokoko_PlayingGuitar_mixamo_00809,rokoko_PlayingGuitar_mixamo_00809.bvh,rokoko:PlayingGuitar,unknown,rokoko,,,,Playing Guitar,,,809,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001106,rokoko_PlayingGuitar_mixamo_00809_mirror,rokoko_PlayingGuitar_mixamo_00809_mirror.bvh,rokoko:PlayingGuitar,unknown,rokoko,,,,Playing Guitar,,,809,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001107,rokoko_PlayingGuitar_mixamo_00880,rokoko_PlayingGuitar_mixamo_00880.bvh,rokoko:PlayingGuitar,unknown,rokoko,,,,Playing Guitar,,,880,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001108,rokoko_PlayingGuitar_mixamo_00880_mirror,rokoko_PlayingGuitar_mixamo_00880_mirror.bvh,rokoko:PlayingGuitar,unknown,rokoko,,,,Playing Guitar,,,880,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001109,rokoko_PlayingPiano_mixamo_00473,rokoko_PlayingPiano_mixamo_00473.bvh,rokoko:PlayingPiano,unknown,rokoko,,,,Playing Piano,,,473,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001110,rokoko_PlayingPiano_mixamo_00473_mirror,rokoko_PlayingPiano_mixamo_00473_mirror.bvh,rokoko:PlayingPiano,unknown,rokoko,,,,Playing Piano,,,473,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001111,rokoko_PlayingPiano_mixamo_00632,rokoko_PlayingPiano_mixamo_00632.bvh,rokoko:PlayingPiano,unknown,rokoko,,,,Playing Piano,,,632,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001112,rokoko_PlayingPiano_mixamo_00632_mirror,rokoko_PlayingPiano_mixamo_00632_mirror.bvh,rokoko:PlayingPiano,unknown,rokoko,,,,Playing Piano,,,632,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001113,rokoko_PlayingPiano_mixamo_00804,rokoko_PlayingPiano_mixamo_00804.bvh,rokoko:PlayingPiano,unknown,rokoko,,,,Playing Piano,,,804,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001114,rokoko_PlayingPiano_mixamo_00804_mirror,rokoko_PlayingPiano_mixamo_00804_mirror.bvh,rokoko:PlayingPiano,unknown,rokoko,,,,Playing Piano,,,804,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001115,rokoko_PlayingPiano_mixamo_00857,rokoko_PlayingPiano_mixamo_00857.bvh,rokoko:PlayingPiano,unknown,rokoko,,,,Playing Piano,,,857,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001116,rokoko_PlayingPiano_mixamo_00857_mirror,rokoko_PlayingPiano_mixamo_00857_mirror.bvh,rokoko:PlayingPiano,unknown,rokoko,,,,Playing Piano,,,857,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001117,rokoko_PlayingSaxophone_mixamo_00087,rokoko_PlayingSaxophone_mixamo_00087.bvh,rokoko:PlayingSaxophone,unknown,rokoko,,,,Playing Saxophone,,,87,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001118,rokoko_PlayingSaxophone_mixamo_00087_mirror,rokoko_PlayingSaxophone_mixamo_00087_mirror.bvh,rokoko:PlayingSaxophone,unknown,rokoko,,,,Playing Saxophone,,,87,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001119,rokoko_PlayingSaxophone_mixamo_00130,rokoko_PlayingSaxophone_mixamo_00130.bvh,rokoko:PlayingSaxophone,unknown,rokoko,,,,Playing Saxophone,,,130,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001120,rokoko_PlayingSaxophone_mixamo_00130_mirror,rokoko_PlayingSaxophone_mixamo_00130_mirror.bvh,rokoko:PlayingSaxophone,unknown,rokoko,,,,Playing Saxophone,,,130,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001121,rokoko_PlayingSaxophone_mixamo_00428,rokoko_PlayingSaxophone_mixamo_00428.bvh,rokoko:PlayingSaxophone,unknown,rokoko,,,,Playing Saxophone,,,428,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001122,rokoko_PlayingSaxophone_mixamo_00428_mirror,rokoko_PlayingSaxophone_mixamo_00428_mirror.bvh,rokoko:PlayingSaxophone,unknown,rokoko,,,,Playing Saxophone,,,428,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001123,rokoko_PlayingSaxophone_mixamo_00524,rokoko_PlayingSaxophone_mixamo_00524.bvh,rokoko:PlayingSaxophone,unknown,rokoko,,,,Playing Saxophone,,,524,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001124,rokoko_PlayingSaxophone_mixamo_00524_mirror,rokoko_PlayingSaxophone_mixamo_00524_mirror.bvh,rokoko:PlayingSaxophone,unknown,rokoko,,,,Playing Saxophone,,,524,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001125,rokoko_PlayingSaxophone_mixamo_00539,rokoko_PlayingSaxophone_mixamo_00539.bvh,rokoko:PlayingSaxophone,unknown,rokoko,,,,Playing Saxophone,,,539,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001126,rokoko_PlayingSaxophone_mixamo_00539_mirror,rokoko_PlayingSaxophone_mixamo_00539_mirror.bvh,rokoko:PlayingSaxophone,unknown,rokoko,,,,Playing Saxophone,,,539,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001127,rokoko_PlayingSaxophone_mixamo_00570,rokoko_PlayingSaxophone_mixamo_00570.bvh,rokoko:PlayingSaxophone,unknown,rokoko,,,,Playing Saxophone,,,570,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001128,rokoko_PlayingSaxophone_mixamo_00570_mirror,rokoko_PlayingSaxophone_mixamo_00570_mirror.bvh,rokoko:PlayingSaxophone,unknown,rokoko,,,,Playing Saxophone,,,570,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001129,rokoko_PlayingTrumpet_mixamo_00218,rokoko_PlayingTrumpet_mixamo_00218.bvh,rokoko:PlayingTrumpet,unknown,rokoko,,,,Playing Trumpet,,,218,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001130,rokoko_PlayingTrumpet_mixamo_00218_mirror,rokoko_PlayingTrumpet_mixamo_00218_mirror.bvh,rokoko:PlayingTrumpet,unknown,rokoko,,,,Playing Trumpet,,,218,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001131,rokoko_PlayingTrumpet_mixamo_00244,rokoko_PlayingTrumpet_mixamo_00244.bvh,rokoko:PlayingTrumpet,unknown,rokoko,,,,Playing Trumpet,,,244,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001132,rokoko_PlayingTrumpet_mixamo_00244_mirror,rokoko_PlayingTrumpet_mixamo_00244_mirror.bvh,rokoko:PlayingTrumpet,unknown,rokoko,,,,Playing Trumpet,,,244,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
BVH-001133,rokoko_PlayingTrumpet_mixamo_00561,rokoko_PlayingTrumpet_mixamo_00561.bvh,rokoko:PlayingTrumpet,unknown,rokoko,,,,Playing Trumpet,,,561,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""}]",,,,missing,unverified,,
BVH-001134,rokoko_PlayingTrumpet_mixamo_00561_mirror,rokoko_PlayingTrumpet_mixamo_00561_mirror.bvh,rokoko:PlayingTrumpet,unknown,rokoko,,,,Playing Trumpet,,,561,unknown,,,mixamorig,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""retarget""},{""status"":""paired_member_present"",""type"":""mirror""}]",,,,missing,derived_mirror,,
